Function,testNum,clockTime,x_opt,f_opt,Distance,iterNum
f3,100,0.0005679130554199219,2.0210787148142311,5.0000000000877129,8.7712948015905567e-11,8
f3,100,0.00037217140197753906,1.9652841386245266,5.0000000017505224,1.7505223937064329e-09,6
f3,100,0.0005869865417480469,2.027849183745654,5.0000000004665246,4.6652459673168778e-10,10
f3,100,0.0004918575286865234,2.020517768865048,5.000000000074607,7.460698725481052e-11,8
f3,100,0.0003211498260498047,2.0444379345349994,5.0000000077005753,7.7005752885384027e-09,4
f3,100,0.00045990943908691406,2.011117618901141,5.0000000000018883,1.8882673202824662e-12,8
f3,100,0.0009961128234863281,2.0017965153536523,5.0,0.0,8
f3,100,0.0006780624389648438,1.9796745995289884,5.0000000000705072,7.0507155669474741e-11,6
f3,100,0.0009911060333251953,1.9985590626780416,5.0,0.0,8
f3,100,0.0004909038543701172,2.0495320777922323,5.0000000147679184,1.4767918443681083e-08,8
f3,100,0.0012760162353515625,1.988504196864135,5.0000000000023084,2.3083757128006255e-12,8
f3,100,0.000823974609375,2.0171187093052652,5.0000000000251665,2.5166535522203048e-11,8
f3,100,0.0008759498596191406,2.0374996239283636,5.0000000027807472,2.7807471880691992e-09,8
f3,100,0.0009419918060302734,2.001335804414349,5.0,0.0,8
f3,100,0.0003361701965332031,2.0025445647967288,5.0,0.0,4
f3,100,0.0007460117340087891,2.012961381156571,5.0000000000047411,4.7410964043592685e-12,10
f3,100,0.0003190040588378906,2.0127627363459819,5.0000000000043219,4.3218761902608094e-12,4
f3,100,0.0004971027374267578,1.9867164743861863,5.0000000000054943,5.4942717042649747e-12,8
f3,100,0.0004100799560546875,1.9946042745701145,5.0000000000000249,2.4868995751603507e-14,6
f3,100,0.0005130767822265625,1.9850236290970291,5.0000000000112834,1.1283418643870391e-11,8
f3,100,0.0006961822509765625,2.0444204337420597,5.0000000076823978,7.6823978290008199e-09,8
f3,100,0.0009870529174804688,2.0399078561711614,5.0000000040397117,4.0397116762846963e-09,8
f3,100,0.0007648468017578125,2.0246929591377567,5.0000000002266933,2.2669333077374176e-10,4
f3,100,0.0003719329833984375,2.0138049865764911,5.0000000000069216,6.9215744247230759e-12,6
f3,100,0.0007190704345703125,2.012711828769441,5.0000000000042197,4.219735671995295e-12,8
f3,100,0.0006449222564697266,1.9586535035712571,5.0000000049961137,4.9961137449372472e-09,8
f3,100,0.0005810260772705078,1.9955621704707536,5.000000000000008,7.9936057773011271e-15,6
f3,100,0.001203775405883789,1.9769772572720508,5.0000000001489164,1.489164347390215e-10,8
f3,100,0.0005698204040527344,2.0284388826262658,5.0000000005290239,5.2902393576914619e-10,8
f3,100,0.000576019287109375,1.9995949556808521,5.0,0.0,10
f3,100,0.0005941390991210938,1.9988106890335375,5.0,0.0,10
f3,100,0.00043320655822753906,1.9686094139701762,5.0000000009567458,9.567457937009749e-10,6
f3,100,0.0007359981536865234,1.9832998785350342,5.0000000000216929,2.1692869722755859e-11,6
f3,100,0.0005419254302978516,2.0000841216955445,5.0,0.0,10
f3,100,0.00041604042053222656,1.9761736825869187,5.0000000001829541,1.829540963171894e-10,6
f3,100,0.00038504600524902344,2.0050100003575535,5.000000000000016,1.5987211554602254e-14,6
f3,100,0.0003120899200439453,1.9532978752297103,5.000000010375758,1.0375758030534143e-08,4
f3,100,0.0003120899200439453,2.0343687365811371,5.0000000016480914,1.6480914410976766e-09,4
f3,100,0.0004029273986816406,1.9906829925175531,5.0000000000006537,6.5369931689929217e-13,6
f3,100,0.000347137451171875,2.0044989330803986,5.000000000000008,7.9936057773011271e-15,6
f3,100,0.0004971027374267578,2.0156036988562747,5.0000000000144329,1.4432899320127035e-11,8
f3,100,0.000370025634765625,1.9656540406917087,5.0000000016415491,1.6415491188581655e-09,6
f3,100,0.0002129077911376953,1.982295947078998,5.0000000000307923,3.0792257632583642e-11,2
f3,100,0.0004980564117431641,2.0437684959655247,5.0000000070302333,7.0302332844107696e-09,8
f3,100,0.0004138946533203125,1.9669168592876591,5.0000000013111139,1.31111388412819e-09,6
f3,100,0.0003619194030761719,2.0236853570106925,5.0000000001765548,1.7655477080324999e-10,6
f3,100,0.0004839897155761719,2.0284427385737791,5.0000000005294547,5.2945470230270075e-10,8
f3,100,0.00028204917907714844,2.0159080044807811,5.0000000000162066,1.6206591624268185e-11,4
f3,100,0.0005021095275878906,1.9772120974394247,5.000000000140032,1.4003198600676114e-10,8
f3,100,0.0004420280456542969,2.001795120003572,5.0,0.0,8
f3,100,0.0004858970642089844,2.0021727987430937,5.0,0.0,8
f3,100,0.0006029605865478516,1.9949107855439161,5.0000000000000178,1.7763568394002505e-14,6
f3,100,0.0004949569702148438,2.0066080278790315,5.0000000000000835,8.3488771451811772e-14,8
f3,100,0.0009679794311523438,2.0053307618790632,5.0000000000000231,2.3092638912203256e-14,8
f3,100,0.0008821487426757812,1.9780899022181884,5.000000000110628,1.106279512441688e-10,6
f3,100,0.0005991458892822266,1.9692372643485307,5.0000000008475194,8.475193880030929e-10,6
f3,100,0.0011570453643798828,2.0106279933424944,5.0000000000014415,1.4415135751733033e-12,8
f3,100,0.0003731250762939453,2.0074572751483144,5.0000000000001723,1.723066134218243e-13,6
f3,100,0.00041294097900390625,1.9607688288133733,5.0000000036457566,3.6457565855130269e-09,6
f3,100,0.0005970001220703125,2.0399912042589823,5.000000004090599,4.0905989706629953e-09,6
f3,100,0.0005021095275878906,1.9643081346971174,5.000000002067357,2.0673569522955404e-09,8
f3,100,0.0002989768981933594,1.9690471177611941,5.0000000008794405,8.794405204071154e-10,2
f3,100,0.0004818439483642578,1.9826733664116389,5.0000000000270575,2.7057467377744615e-11,8
f3,100,0.0007228851318359375,1.9875035390551241,5.0000000000038085,3.808509063674137e-12,8
f3,100,0.0003991127014160156,2.008629526133205,5.000000000000413,4.1300296516055823e-13,6
f3,100,0.0007419586181640625,2.0369979540295424,5.0000000025648754,2.5648754231610837e-09,8
f3,100,0.00045299530029296875,2.0176596789930503,5.0000000000303313,3.0331293032759277e-11,4
f3,100,0.00045490264892578125,2.0040381399159237,5.0000000000000044,4.4408920985006262e-15,4
f3,100,0.0009601116180419922,2.008075058630713,5.0000000000002771,2.7711166694643907e-13,8
f3,100,0.0005648136138916016,2.0297634437758134,5.0000000006951826,6.9518257816980622e-10,8
f3,100,0.0008461475372314453,2.0265366375365166,5.0000000003492007,3.4920066838139974e-10,4
f3,100,0.0006840229034423828,1.9962205411719642,5.0000000000000027,2.6645352591003757e-15,8
f3,100,0.0005948543548583984,1.9770170999966734,5.0000000001473763,1.4737633335926148e-10,8
f3,100,0.0006060600280761719,2.0211509214089154,5.000000000089531,8.9531049241031724e-11,6
f3,100,0.00042819976806640625,1.9907902072920998,5.0000000000006102,6.1017857433398603e-13,6
f3,100,0.0006358623504638672,1.9939132519844125,5.0000000000000506,5.0626169922907138e-14,6
f3,100,0.0010590553283691406,1.9924467835947124,5.0000000000001856,1.8562928971732617e-13,8
f3,100,0.0009448528289794922,1.9724504236418599,5.0000000004372094,4.3720937981106545e-10,8
f3,100,0.0005171298980712891,2.0124750187469385,5.0000000000037694,3.7694292132073315e-12,2
f3,100,0.00040912628173828125,2.0082817882824808,5.0000000000003224,3.2240876635114546e-13,4
f3,100,0.0005128383636474609,2.0240419867814348,5.0000000001931175,1.9311752197381793e-10,6
f3,100,0.0009579658508300781,2.0233138802711474,5.0000000001605782,1.6057821738968414e-10,10
f3,100,0.0004680156707763672,2.0136114390390762,5.0000000000063594,6.3593574850528967e-12,6
f3,100,0.0006201267242431641,2.032254049526137,5.0000000011259145,1.1259144727659987e-09,6
f3,100,0.0008242130279541016,1.9781831966122878,5.000000000107832,1.078319655789528e-10,6
f3,100,0.0009548664093017578,2.0467378809152872,5.0000000104235127,1.042351271962616e-08,8
f3,100,0.0010309219360351562,1.9889401014832471,5.0000000000018305,1.8305357230019581e-12,6
f3,100,0.0004677772521972656,1.9550009590770205,5.0000000083027034,8.3027034136762268e-09,4
f3,100,0.0007719993591308594,1.9925548771844408,5.0000000000001705,1.7053025658242404e-13,8
f3,100,0.0004630088806152344,1.9596263816231938,5.0000000043309782,4.3309782427058963e-09,8
f3,100,0.0002541542053222656,1.9949080285294905,5.0000000000000178,1.7763568394002505e-14,2
f3,100,0.0004200935363769531,2.0325782802336194,5.000000001195553,1.1955529899410067e-09,6
f3,100,0.0006539821624755859,1.9764750060810532,5.0000000001695026,1.69502634150831e-10,8
f3,100,0.00043392181396484375,1.9910192725469642,5.0000000000005249,5.2491344604277401e-13,8
f3,100,0.00031304359436035156,1.9782303617645258,5.0000000001064402,1.0644018999528271e-10,4
f3,100,0.00045990943908691406,1.9654930564060669,5.0000000016882584,1.688258421950195e-09,8
f3,100,0.000408172607421875,1.9810007305152562,5.0000000000470353,4.7035264572059532e-11,6
f3,100,0.0004930496215820312,2.0262769118665198,5.0000000003291891,3.2918912040713622e-10,8
f3,100,0.0005741119384765625,2.0163628205197952,5.0000000000191935,1.9193535649719706e-11,10
f3,100,0.00047206878662109375,1.9879931043153114,5.0000000000029967,2.9967139880682225e-12,8
