Function,testNum,clockTime,x_opt,f_opt,Distance,iterNum
f2,100,0.000514984130859375,1.6088587693034992,-3.047188723815438,1.127618456209234e-05,12
f2,100,0.0006740093231201172,1.6097242458902907,-3.047189357183818,1.0642816182127035e-05,14
f2,100,0.0006449222564697266,1.6088279101005241,-3.0471886321025092,1.1367897490899281e-05,14
f2,100,0.00055694580078125,1.6100295527995812,-3.047188686902091,1.1313097909138037e-05,14
f2,100,0.0014960765838623047,1.6098374485580726,-3.0471891630445631,1.0836955437021345e-05,16
f2,100,0.0004978179931640625,1.6086306546485356,-3.0471879334459686,1.2066554031520127e-05,12
f2,100,0.0005788803100585938,1.6085514708620772,-3.0471875983041778,1.2401695822283898e-05,14
f2,100,0.0006089210510253906,1.6088516059864977,-3.0471887029503053,1.1297049694825034e-05,14
f2,100,0.0008661746978759766,1.6099414065126361,-3.0471889282984055,1.1071701594644878e-05,14
f2,100,0.001110076904296875,1.6107306601929898,-3.0471853823776369,1.4617622363211069e-05,14
f2,100,0.0010499954223632812,1.609165649346584,-3.0471893768693477,1.062313065247622e-05,14
f2,100,0.0004570484161376953,1.6084939247530778,-3.0471873350894807,1.2664910519433192e-05,12
f2,100,0.0005791187286376953,1.6086650175154436,-3.0471880691387909,1.1930861209208388e-05,14
f2,100,0.0005929470062255859,1.6090973241827262,-3.047189272202532,1.0727797468135236e-05,16
f2,100,0.0005719661712646484,1.6090352292909764,-3.0471891568406262,1.0843159373941091e-05,14
f2,100,0.0005137920379638672,1.6098949908741762,-3.0471890397891643,1.0960210835797568e-05,14
f2,100,0.000492095947265625,1.6105435593466446,-3.047186504906116,1.3495093884152709e-05,12
f2,100,0.0005428791046142578,1.6069412872932434,-3.0471739922878491,2.6007712150999396e-05,14
f2,100,0.0017402172088623047,1.6085605288324025,-3.0471876382282606,1.2361771739577421e-05,14
f2,100,0.0007100105285644531,1.6093212300914335,-3.0471895281349033,1.0471865096839394e-05,16
f2,100,0.0008649826049804688,1.6086151586218451,-3.0471878703249367,1.2129675063476952e-05,14
f2,100,0.0006101131439208984,1.609683844091478,-3.0471894109521562,1.0589047843900801e-05,16
f2,100,0.0008740425109863281,1.6088273808023452,-3.0471886304879359,1.1369512064263176e-05,14
f2,100,0.0006878376007080078,1.6097009381622729,-3.0471893891990032,1.0610800996957437e-05,16
f2,100,0.0005040168762207031,1.6101167024447962,-3.0471884100201301,1.1589979870052503e-05,12
f2,100,0.0006051063537597656,1.6072736638814136,-3.0471778606841715,2.2139315828617612e-05,16
f2,100,0.0007309913635253906,1.6099157583893708,-3.0471889912376735,1.1008762326625288e-05,12
f2,100,0.0006210803985595703,1.6087379790592697,-3.0471883376893816,1.1662310618554272e-05,14
f2,100,0.0006308555603027344,1.6097271346175934,-3.0471893530266607,1.0646973339412114e-05,14
f2,100,0.0008590221405029297,1.6088042761725343,-3.0471885586451908,1.1441354809349491e-05,14
f2,100,0.0005981922149658203,1.6075561063238202,-3.0471807147354992,1.9285264500901178e-05,14
f2,100,0.0006170272827148438,1.6104958817075383,-3.0471867629359632,1.3237064036886181e-05,14
f2,100,0.0008361339569091797,1.6076804060959271,-3.0471818446210577,1.8155378942452671e-05,12
f2,100,0.0006039142608642578,1.6086127009463542,-3.0471878602036968,1.213979630332318e-05,14
