Function,testNum,clockTime,x_opt,f_opt,Distance,iterNum
f3,100,0.0016181468963623047,1.9935468900679238,5.0000000000000719,7.1942451995710144e-14,10
f3,100,0.001168966293334961,1.9745483049771448,5.0000000002718314,2.7183144624132183e-10,10
f3,100,0.0004730224609375,1.9821421193005249,5.0000000000324327,3.2432723173769773e-11,10
f3,100,0.0004169940948486328,2.0044124899639275,5.0000000000000071,7.1054273576010019e-15,10
f3,100,0.0011870861053466797,1.9779481101270471,5.0000000001149942,1.1499423635541461e-10,10
f3,100,0.000431060791015625,2.0033609193594524,5.0000000000000018,1.7763568394002505e-15,10
f3,100,0.0009508132934570312,2.0071539499993021,5.0000000000001341,1.3411494137471891e-13,10
f3,100,0.0004949569702148438,1.9842800762770245,5.0000000000150902,1.5090151350705128e-11,10
f3,100,0.00046896934509277344,1.9955014871846302,5.000000000000008,7.9936057773011271e-15,10
f3,100,0.0010178089141845703,1.9727531287320641,5.000000000409166,4.0916603438745369e-10,10
f3,100,0.0007948875427246094,2.0023778278706845,5.0,0.0,10
f3,100,0.0007669925689697266,2.0142437292829367,5.0000000000083507,8.3506535020205774e-12,10
f3,100,0.0004849433898925781,2.0068250575295306,5.0000000000001013,1.0125233984581428e-13,10
f3,100,0.0006558895111083984,1.995893630310392,5.0000000000000044,4.4408920985006262e-15,10
f3,100,0.0005209445953369141,2.0006993444354766,5.0,0.0,10
f3,100,0.0010259151458740234,2.0128386715204334,5.0000000000044782,4.4781955921280314e-12,10
f3,100,0.0009529590606689453,2.0382056640815858,5.0000000031100438,3.1100437780651191e-09,10
f3,100,0.0019860267639160156,2.0193150044583374,5.0000000000519238,5.1923798594089021e-11,10
f3,100,0.0008389949798583984,1.9890219309290336,5.0000000000017506,1.7505996652289468e-12,10
f3,100,0.0013689994812011719,1.9790427463845788,5.0000000000847242,8.4724227633614646e-11,10
f3,100,0.0014700889587402344,1.976684634925062,5.0000000001606395,1.6063950170064345e-10,10
f3,100,0.0004608631134033203,1.9911654531669467,5.0000000000004752,4.75175454539567e-13,10
f3,100,0.0006201267242431641,2.0159669441254247,5.0000000000165707,1.6570744776345236e-11,10
f3,100,0.0011730194091796875,1.9926931191051118,5.0000000000001519,1.5187850976872141e-13,10
f3,100,0.001466989517211914,2.0005279256150064,5.0,0.0,10
f3,100,0.0012218952178955078,2.0038291719411392,5.0000000000000036,3.5527136788005009e-15,10
f3,100,0.0011169910430908203,2.0367412130440838,5.0000000024599194,2.4599193793051199e-09,10
f3,100,0.0008211135864257812,1.9818143302753617,5.000000000036172,3.61719543207073e-11,10
f3,100,0.001786947250366211,1.9917629707238043,5.0000000000003126,3.1263880373444408e-13,10
f3,100,0.0004889965057373047,2.0393687757798453,5.0000000037231578,3.7231577820762141e-09,10
